Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s)
1,1.7889222211545082,33.962,18.21634793281555,,,
2,1.4305022695790166,48.038,21.161261081695557,,,
3,1.2849796760417616,53.308,23.224703073501587,,,
4,1.2078738096729873,56.486,23.264715909957886,,,
5,1.1435114386136576,58.7,26.001026153564453,1.1415208178230478,59.2,3.628798723220825
6,1.0402800893539663,62.628,32.42060995101929,,,
7,0.9892275871523201,64.41,32.125921964645386,,,
8,0.9466112438979966,66.174,32.46017599105835,,,
9,0.9041959442141111,67.724,31.863088846206665,,,
10,0.8735683810375535,68.958,31.7002592086792,0.9672278113003019,66.3,3.552107572555542
11,0.8456155314774769,69.796,32.499756813049316,,,
12,0.8126135127013906,71.146,32.32683968544006,,,
13,0.7917373119412786,71.858,32.23212504386902,,,
14,0.756826998022816,73.106,31.94040608406067,,,
15,0.734779529864221,74.03,31.413014888763428,0.8753397434572631,69.08,3.607032060623169
16,0.7135760329111153,74.544,31.743565320968628,,,
17,0.6840877025328633,75.724,31.495465755462646,,,
18,0.6667796823069873,76.318,31.826008558273315,,,
19,0.649833216996449,76.962,31.88909888267517,,,
20,0.6247336131227595,77.846,31.91516637802124,0.8639487001714827,70.75,3.5609183311462402
21,0.6071631611917939,78.478,31.715660333633423,,,
22,0.5832103127256378,79.264,31.97894024848938,,,
23,0.5627730968968033,79.988,31.604656457901,,,
24,0.5462249557075598,80.742,31.795323371887207,,,
25,0.5228594450846963,81.55,30.70076894760132,0.8366535985017125,71.84,3.6067256927490234
26,0.506080132463704,82.024,32.13532304763794,,,
27,0.48915876947400516,82.606,31.790509939193726,,,
28,0.47722527407624227,83.03,32.077597856521606,,,
29,0.45517773968179515,83.774,32.04060125350952,,,
30,0.43545315576636273,84.574,32.03058171272278,0.8834862988206404,72.07,3.586867094039917
31,0.4216138941552633,84.938,31.853861808776855,,,
32,0.41168030128454614,85.33,31.688805103302002,,,
33,0.3942099322214761,85.964,31.426993131637573,,,
34,0.3811957209616366,86.29,31.824210166931152,,,
35,0.3622380409323041,87.114,31.398486614227295,0.9143506982658482,72.39,3.589164972305298
36,0.34968487964109385,87.414,32.05410599708557,,,
37,0.33468302196401467,87.99,32.15753698348999,,,
38,0.32841175977531295,88.086,31.941768646240234,,,
39,0.31329101198317144,88.824,31.59207034111023,,,
40,0.2989592954630742,89.31,32.229623556137085,0.9220163150678707,72.96,3.585061550140381
41,0.2860373778035269,89.7,31.702528715133667,,,
42,0.2736766357022478,90.168,31.810548782348633,,,
43,0.26486057889126147,90.472,31.763868808746338,,,
44,0.2509761151412259,91.078,31.856621980667114,,,
45,0.2502935833638281,91.022,31.551579236984253,1.0059167267401008,72.87,3.577911376953125
46,0.23861823101406512,91.398,31.993793725967407,,,
47,0.22890950947085306,91.7,31.99811029434204,,,
48,0.22348587424553873,91.894,31.947751998901367,,,
49,0.2220954048587843,91.91,31.4891676902771,,,
50,0.20203306985175823,92.53,31.57988214492798,1.0636270461203177,72.68,3.5823326110839844
51,0.1906668131080125,93.184,31.687045097351074,,,
52,0.19446671914185404,92.972,31.93140935897827,,,
53,0.19106518818289422,93.084,31.923908948898315,,,
54,0.17638893378779408,93.602,31.403303146362305,,,
55,0.17361911763544277,93.768,31.667370319366455,1.1135492505906504,73.18,3.6079750061035156
56,0.1709990534750397,93.764,32.07282209396362,,,
57,0.1661831659581655,94.006,31.46935248374939,,,
58,0.16362882435055034,94.126,31.921940565109253,,,
59,0.1537312047122537,94.476,31.885459661483765,,,
60,0.1557553039239648,94.322,32.06039571762085,1.1623091848590705,73.05,3.5953714847564697
61,0.1489971372420373,94.586,31.817209005355835,,,
62,0.14239275498349038,94.874,32.02588963508606,,,
63,0.1409017973581848,94.97,31.802717447280884,,,
64,0.14022314277908687,94.946,31.56595277786255,,,
65,0.13064994926914533,95.31,31.56945776939392,1.2888681888580322,71.63,3.6268019676208496
66,0.13772097365249453,95.088,32.02051043510437,,,
67,0.13192741198422353,95.25,31.86178731918335,,,
68,0.13174225159389588,95.178,31.913172006607056,,,
69,0.1278120817192604,95.464,31.984602689743042,,,
70,0.11967026073571362,95.764,31.766305446624756,1.238482199137724,72.88,3.596644639968872
71,0.12441105348870272,95.442,32.04677128791809,,,
72,0.1248061219730493,95.598,31.68819832801819,,,
73,0.11689534094518103,95.89,31.71854543685913,,,
74,0.11693465041801752,95.866,31.730709314346313,,,
75,0.11470397265480302,95.804,31.949242115020752,1.3047236973726297,72.43,3.5919089317321777
76,0.1127947161302847,95.928,31.835004568099976,,,
77,0.11019666060386106,96.004,31.89992928504944,,,
78,0.11022283807587441,96.032,32.10506582260132,,,
