Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s)
1,1.8751395751753122,29.828,68.58385896682739,,,
2,1.6764657238255376,36.93,64.13808822631836,,,
3,1.5560501658398171,42.108,62.47594904899597,,,
4,1.4413668572750238,46.822,63.98903226852417,,,
5,1.3620256773955988,49.79,63.844451904296875,1.3219046803969372,51.33,6.263020992279053
6,1.2716067703178777,53.314,62.54858422279358,,,
7,1.2063329300612136,56.0,62.169955253601074,,,
8,1.1601807616860664,57.696,62.70049452781677,,,
9,1.1079198509226065,59.816,62.99751257896423,,,
10,1.0611459922302715,61.62,62.563015937805176,1.134214638154718,58.43,6.220942258834839
11,1.026635528220545,62.68,61.68421649932861,,,
12,0.9896208313115112,64.21,63.047667503356934,,,
13,0.9606755301165764,65.428,63.094725131988525,,,
14,0.9199947071502276,66.778,62.94162178039551,,,
15,0.8936808612340551,68.188,62.346065044403076,0.9343903291074536,66.87,6.2635414600372314
16,0.8682293858369599,68.768,62.78222846984863,,,
17,0.8402896055480098,69.956,63.66777539253235,,,
18,0.8138462343179357,70.95,62.74466896057129,,,
19,0.7941958286878094,71.41,62.684141874313354,,,
20,0.7662568174664627,72.674,63.2113516330719,0.8615153816681874,69.49,6.235990285873413
21,0.7650892281776194,72.622,62.74945688247681,,,
22,0.7428884327106768,73.502,63.025665283203125,,,
23,0.7153259519573367,74.45,62.13679075241089,,,
24,0.6798949116636115,75.832,62.303386926651,,,
25,0.667530025210222,76.446,62.76100778579712,0.8156122972693625,71.08,6.247060060501099
26,0.6510539960373393,76.92,62.668686866760254,,,
27,0.6268045913685313,77.622,62.506123304367065,,,
28,0.6112834316537813,78.07,62.834423780441284,,,
29,0.6050367420896545,78.572,62.689337730407715,,,
30,0.5759371400946547,79.66,62.783007860183716,0.7700835707821424,73.33,6.197258949279785
31,0.5641016006622168,79.756,62.39679479598999,,,
32,0.5552076923725245,80.26,62.83834981918335,,,
33,0.5367751754153415,80.984,63.0001425743103,,,
34,0.5187081856191006,81.632,62.443259477615356,,,
35,0.5187342398611786,81.352,62.640469789505005,0.7705453913423079,73.77,6.369969129562378
36,0.49318063038084514,82.456,62.48245596885681,,,
37,0.474777337039828,82.93,62.73948073387146,,,
38,0.4723249055692912,83.156,63.2234263420105,,,
39,0.4568983068703995,83.68,61.654401779174805,,,
40,0.4433523758369334,84.212,62.97573113441467,0.7898064089726798,74.19,6.32347559928894
41,0.43241297505090914,84.426,62.641223192214966,,,
42,0.4255466256528864,84.764,62.76895260810852,,,
43,0.419429811637115,84.926,61.94128084182739,,,
44,0.4092114930948638,85.4,62.04050874710083,,,
