Epoch,Train Loss,Train Accuracy,Train Time (s),Test Loss,Test Accuracy,Inference Time (s)
1,1.756853415228217,35.306,35.88011932373047,,,
2,1.3962237911151194,49.386,33.286176443099976,,,
3,1.2305664153355163,55.492,43.981444120407104,,,
4,1.1203868308335618,59.67,51.75182271003723,,,
5,1.0562435428199866,62.086,51.55053210258484,1.0259501511537577,63.41,5.031578302383423
6,0.9520114869107981,66.086,50.466482400894165,,,
7,0.8979151279420194,67.946,50.41340780258179,,,
8,0.8533477287768098,69.36,50.50239109992981,,,
9,0.8108913041746525,71.088,49.86529469490051,,,
10,0.7701749050098917,72.69,50.41745138168335,0.8791089842591104,68.85,5.013743162155151
11,0.739165063099483,73.742,50.50796604156494,,,
12,0.7023853350173482,74.938,50.36923837661743,,,
13,0.6629442824122241,76.454,50.33974623680115,,,
14,0.637920436423148,77.296,50.698508977890015,,,
15,0.6113124678049551,78.358,50.22908616065979,0.7932843603665316,72.71,4.9823157787323
16,0.5804549083685326,79.274,50.24214148521423,,,
17,0.555165318271998,80.254,50.46598982810974,,,
18,0.5330233237017756,80.916,50.270374059677124,,,
19,0.49949849284518405,82.252,50.12009048461914,,,
20,0.47650812935951115,82.942,50.892993450164795,0.7484803418569927,74.54,4.975987911224365
21,0.4477158905295155,84.06,50.37806439399719,,,
22,0.42330544276158216,84.74,49.95079684257507,,,
23,0.39666640324055996,85.796,50.4482684135437,,,
24,0.37724334550330707,86.452,50.737961530685425,,,
25,0.35670161655034555,87.278,49.931538820266724,0.7955846462068679,74.91,5.098290681838989
26,0.334514947803429,87.954,50.65413546562195,,,
27,0.31223912041662905,88.746,50.58967423439026,,,
28,0.293302524463295,89.488,49.74896788597107,,,
29,0.269790326295149,90.294,50.47264766693115,,,
30,0.25765479228380694,90.78,50.579381704330444,0.8737595579292201,75.15,5.030689716339111
31,0.2433319414972954,91.184,50.813682317733765,,,
32,0.22215067732440846,91.892,50.42869973182678,,,
33,0.2109590191060625,92.494,50.65449571609497,,,
34,0.2019838027446471,92.71,50.03898358345032,,,
35,0.18517783457589576,93.32,50.14405560493469,0.9313788949688778,75.32,4.954920053482056
36,0.17793901980190022,93.638,50.585777282714844,,,
37,0.16920330177258958,93.886,50.595990896224976,,,
38,0.16015432041395655,94.294,50.18735647201538,,,
39,0.15368646514766357,94.544,50.71890139579773,,,
40,0.14276998617764933,94.834,50.100584268569946,1.0400708423385137,75.36,4.990785598754883
41,0.13971179546526327,94.956,50.16871905326843,,,
42,0.13506766296256228,95.158,50.69774055480957,,,
43,0.12085567938778406,95.718,50.672053813934326,,,
44,0.12726233632344267,95.464,50.39015865325928,,,
45,0.11571345100050692,95.914,50.71549916267395,1.1241307526449613,74.84,5.043938636779785
46,0.1228442554650328,95.648,49.76749658584595,,,
47,0.11652326792516672,95.862,50.3844268321991,,,
48,0.10407443155946634,96.33,50.673805713653564,,,
49,0.11102187479643719,96.112,50.64112424850464,,,
50,0.10780553279630363,96.128,50.67902946472168,1.2457315740706045,73.75,4.848445415496826
51,0.10592317534015154,96.146,50.73640179634094,,,
52,0.10081628441353284,96.378,50.669798374176025,,,
53,0.09652915960916168,96.526,50.13233494758606,,,
54,0.09492752746300166,96.668,50.29310965538025,,,
55,0.09622682989253413,96.552,50.79895520210266,1.133846458754962,75.55,5.028120994567871
56,0.09682725309430028,96.564,50.815001249313354,,,
57,0.09696438085392613,96.452,50.31459093093872,,,
58,0.09332617103119793,96.734,50.81534552574158,,,
59,0.08477282217558464,96.97,49.73327279090881,,,
60,0.083224078233037,97.032,50.441672563552856,1.2101847778392743,75.44,5.052399158477783
61,0.08949765776429335,96.834,50.7105507850647,,,
62,0.09011720265726299,96.794,50.42791795730591,,,
63,0.08204908158315723,96.992,47.436474323272705,,,
64,0.09185219939102603,96.708,38.5100359916687,,,
65,0.07302180086464985,97.428,37.89642333984375,1.2186914780471898,75.05,3.947667121887207
66,0.0882959244558421,96.856,38.42725324630737,,,
